ODO-OBARA JUNIOR HIGH SCHOOL,State owned,Epe,Secondary, , 8067431199,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/569"",""Read more"")"
"ODOFA PRIVATE SECONDARY SCHOOL, Morogbo",Privately owned, Badagry ,Secondary, ," 0806 137 5384,     0803 718 6831,   01 736 0799,  ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6191"",""Read more"")"
"ODOFIN JUNIOR SECONDARY SCHOOL, Mile 2",State owned,Amuwo-Odofin,Secondary, odofinjnrss@lagosschoolsonline.com, 08038634569,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/525"",""Read more"")"
"ODOFIN SENIOR SECONDARY SCHOOL,  Mile 2",State owned,Amuwo-Odofin,Secondary, odofinsenior@lagosschoolsonline.com, 0802 522 2658,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1057"",""Read more"")"
"ODOGUNYAN JUNIOR GRAMMAR SCHL,  Ikorodu",State owned,Ikorodu,Secondary, odogunyanjgs@lagosschoolsonline.com, 0802-376-7788,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/893"",""Read more"")"
"ODOGUNYAN SENIOR GRAMMAR SCHOOL, Odogunyan",State owned,Ikorodu,Secondary, odogunyansgs@lagosschoolsonline.com, 0805 623 2157,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9718"",""Read more"")"
ODOMOLA JUNIOR SECONDARY SCHOOL,State owned,Epe,Secondary, odomolajnrsecsch@lagosschoolsonline.com, 0805 574 0876,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/570"",""Read more"")"
ODOMOLA SEC SCH,State owned,Epe,Secondary, , 8055542898,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1094"",""Read more"")"
"ODUDUWA JUNIOR HIGH SCHOOL, Gbagada",State owned, Shomolu,Secondary, oduduwaj.h.s@lagosschoolsonline.com, 0802 322 7695,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9806"",""Read more"")"
"ODUDUWA JUNIOR SEC. SCHL,  Mushin",State owned, Mushin,Secondary, oduduwajs@lagosschoolsonline.com, 08033600911,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/637"",""Read more"")"
"ODUDUWA SENIOR SECONDARY SCHOOL, Mushin",State owned, Mushin,Secondary, odusnrsecsch@lagosschoolsonline.com, 08023093720,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1299"",""Read more"")"
"OGBA JUNIOR  GRAMMAR SCHOOL,  Ogba",State owned, Ikeja,Secondary, ogbajnrgram@lagosschoolsonline.com, 0802 319 4720,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2324"",""Read more"")"
"OGBE COLLEGE, Isashi",Privately owned,Ojo,Secondary, ," 0805 522 1489, 0703 663 5311,  0812 710 4709","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/48937"",""Read more"")"
"OGHENOVO MEMORIAL INTERNATIONAL COLLEGE,  Shibiri Ojo",Privately owned,Ojo,Secondary, ," 0805 408 6196,   0802 308 5595","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5592"",""Read more"")"
OGUDU GRAM SCHOOL,State owned,Kosofe,Secondary, , 08023196451,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1262"",""Read more"")"
"OGUDU JUNIOR GRAMMAR SCHOOL, Ogudu",State owned,Kosofe,Secondary, ogudujnr@lagosschoolsonline.com, 08070709961,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2565"",""Read more"")"
"OGUDU SENIOR GRAMMAR SCHOOL, Ogudu",State owned,Kosofe,Secondary, ogudusenior@lagosschoolsonline.com, 08023001069,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9785"",""Read more"")"
OGUMBO COMMUNITY JUNIOR SECONDARY SCHOOL,State owned,Eti-Osa,Secondary, ocjssogombo@gmail.com, 0802 336 6074,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/602"",""Read more"")"
"OGUNLADE COLLEGE, Ijegun",Privately owned,Alimosho,Secondary, ogunlade_college@yahoo.com," 0802 966 0086, 0806 004 3708","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5130"",""Read more"")"
"OGUNLADE COLLEGE, Surulere ",Privately owned,Surulere,Secondary, ," 0802 580 1173,      0802 966 0086","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5131"",""Read more"")"
"OGUNMODEDE JUNIOR COLLEGE,   Epe",State owned,Epe,Secondary, , 8139333612,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1741"",""Read more"")"
"OGUNMODEDE SENIOR COLLEGE, Papa ",State owned,Epe,Secondary, Ogbumo1@gmail.com, 8033212403,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11843"",""Read more"")"
"OJO JUNIOR HIGH SCHOOL, Ojo",State owned,Ojo,Secondary, Crownafoking@lagosschoolsonline.com," 0806 017 6962, 08123196939","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1801"",""Read more"")"
OJO SENIOR HIGH SCHOOL,State owned,Ojo,Secondary, ojosnrhisch@lagosschoolsonline.com, 0802-897-9011,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12359"",""Read more"")"
"OJODU JNR.HIGH SCHOOL,   Ikeja",State owned, Ikeja,Secondary, ojodujnrhigh @lagosschoolsonline.com, 0807 528 2255,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1773"",""Read more"")"
"OJODU JUNIOR GRAMMAR SCHOOL, Ojodu",State owned, Ikeja,Secondary," ojodujuniorgrammarschool@yahoo.com,  ojodujuniorgrammarschool@lagosschoolsonline.com", 0802 300 4555,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2332"",""Read more"")"
OJOKU JUNIOR HIGH SCHOOL,State owned,Ajeromi LGA,Secondary, ojokujnrhigh@lagosschoolsonline.com, 08028166072,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/391"",""Read more"")"
"OJOKU SENIOR HIGH SCHOOL, Tolu",State owned,Ajeromi LGA,Secondary, ojokusnrhigh@lagosschoolsonline.com, 0802 323 4204,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2145"",""Read more"")"
"OJORA MEM.JUNIOR SEC. SCHOOL,  Olodi-Apapa",State owned,Ajeromi LGA,Secondary, ojoramemjnr@lagosschoolsonline.com, '08023090004,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2126"",""Read more"")"
"OJORA MEMORIAL SENIOR SECONDARY SCHOOL, Tolu",State owned,Ajeromi LGA,Secondary, ojoramemeorialsss2009@yahoo.com, '08022658538,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9837"",""Read more"")"
"OJOTA JUNIOR SECONDARY SCHOOL, Ojota",State owned,Kosofe,Secondary, ojotajunior@lagosschoolsonline.com, 0802 301 3665,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9777"",""Read more"")"
"OJOTA SENIOR SECONDARY SCHOOL, Ojota",State owned,Kosofe,Secondary, ojotasensec@lagosschoolsonline.com, 0802 311 6464,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1263"",""Read more"")"
"OKE ODO SENIOR HIGH SCHOOL 2, Oke Odo",State owned,Alimosho,Secondary, okeodoshs2@lagosschoolsonline.com, 0803 725 4931,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9553"",""Read more"")"
OKE-AFA COMPREHENSIVE HIGH SCHOOL,State owned,Oshodi-Isolo,Secondary, , 08023213302,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1336"",""Read more"")"
"OKE-AFA JUNIOR COLLEGE, Isolo",State owned,Oshodi-Isolo,Secondary, okeafajnrcol@lagosschoolsonline.com, 0803375009,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/953"",""Read more"")"
OKE-AFA SENIOR COMPREHENSIVE COLLEGE,State owned,Oshodi-Isolo,Secondary, okeafasnr@lagosschoolsonline.com, 08023213302,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12410"",""Read more"")"
"OKE-IRA JUNIOR GRAMMAR SCHOOL,  Oke-Ira",State owned, Ikeja,Secondary, okeirajnrsch@lagosschoolsonline.com, 08023042086,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1774"",""Read more"")"
"OKE-IRA SENIOR GRAMMAR SCHOOL, Oke-Ira",State owned, Ikeja,Secondary, ," 0803 323 2529,   0815 839 1303","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10088"",""Read more"")"
OKE-ODO JUNIOR COLLEGE,State owned,Alimosho,Secondary, okeodojcollege@lagosschoolsonline.com, 0802 327 5840,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12208"",""Read more"")"
"OKE-ODO JUNIOR HIGH SCHOOL, Okeodo",State owned,Alimosho,Secondary, okeodojr.high@lagosschoolsonline.com, 0802 814 7415,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/403"",""Read more"")"
OKEMAGBA JUNIOR HIGH SCHOOL,State owned,Epe,Secondary, okemagbajnr1@lagosschoolsonline.com, 8056461898,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/567"",""Read more"")"
OKEMAGBA SENIOR HIGH SCHOOL,State owned,Epe,Secondary, oshsmojoda@lagosschoolsonline.com, 0805 533 3215,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1098"",""Read more"")"
"OKEODO JUNIOR HIGH SCHOOL, Ebute Metta East",State owned,Lagos-Mainland,Secondary, okeodojrhigh@lagosschoolsonline.com, 0705 689 3838 ,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/656"",""Read more"")"
"OKEODO SENIOR HIGH SCHOOL 1, Okeodo",State owned,Alimosho,Secondary, okeodosnr1@lagosschoolsonline.com, 0802 318 9823,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9571"",""Read more"")"
OKESUNA JUNIOR SECONDARY SCHOOL,State owned,Lagos-Island,Secondary, ojss@lagosschoolsonline.com, '08023333631,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/863"",""Read more"")"
"OKESUNA SENIOR HIGH SCHOOL, Lagos Island",State owned,Lagos-Island,Secondary, okesunaoshs@lagosschoolsonline.com, 0802 360 8197,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1273"",""Read more"")"
OKOTA GRAMMAR SCHOOL,State owned,Oshodi-Isolo,Secondary, , 08033198225,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1340"",""Read more"")"
"OKOTA JUNIOR GRAMMAR SCHOOL, Isolo",State owned,Oshodi-Isolo,Secondary, okotajnrgram@lagosschoolsonline.com, 08035779578,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/954"",""Read more"")"
OKOTA JUNIOR HIGH SCHOOL,State owned,Oshodi-Isolo,Secondary, okotajnrhigh@lagosschoolsonline.com, 08023882470,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/955"",""Read more"")"
"OKOTA JUNIOR SECONDARY SCHOOL, Okota",State owned,Oshodi-Isolo,Secondary, okotajnrsec@lagosschoolsonline.com, 0802 309 0771,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/956"",""Read more"")"
OKOTA SENIOR HIGH SCHOOL,State owned,Oshodi-Isolo,Secondary, okotasnr@lagosschoolsonline.com, 0802 303 1757,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12413"",""Read more"")"
"OKOTA SENIOR HIGH SCHOOL, Okota",State owned,Oshodi-Isolo,Secondary, okotasnrhigh@lagosschoolsonline.com, 08055461988,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1338"",""Read more"")"
"OKOTA SENIOR SECONDARY SCHOOL, Okota",State owned,Oshodi-Isolo,Secondary, okotasnrsec@lagosschoolsonline.com, 08094537017,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2660"",""Read more"")"
OKUN-AJA COMMUNITY SENIOR HIGH SCHOOL,State owned,Eti-Osa,Secondary, okunajahhigh@lagosschoolsonline.com, 0803 536 4015,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12264"",""Read more"")"
"OLODI- APAPA JUNIOR SECONDARY SCHOOL, Tolu",State owned,Ajeromi LGA,Secondary, olodiajss@lagosschoolsonline.com, '08028630638,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2128"",""Read more"")"
"OLODI-APAPA SENIOR SECONDARY SCHOOL, Tolu",State owned,Ajeromi LGA,Secondary, olodiasss@lagosschoolsonline.com," 0803 344 0614,0702 831 2805","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2147"",""Read more"")"
"OLOMU COMMUNITY JUNIOR SECONDARY SCHOOL, Ajah",State owned,Eti-Osa,Secondary, olomucomjnrsch@gmail.com," 0803 305 1387, ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/601"",""Read more"")"
OLOMU COMMUNITY SENIOR SECONDARY SCHOOL AJAH,State owned,Eti-Osa,Secondary, olomusnrschajah@gmail.com, '08034657704  08191666277,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6686"",""Read more"")"
"OLORUNFUNMI JUNIOR GRAMMAR SCHOOL 1, Idimu",State owned,Alimosho,Secondary, ojgsidimu@lagosschoolsonline.com, 08023336294,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/396"",""Read more"")"
"OLORUNFUNMI SENIOR GRAMMAR SCHOOL,   Idimu.",State owned,Alimosho,Secondary, olorunsnrgrm@lagosschoolsonline.com, 08053525774,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1869"",""Read more"")"
"OLORUNISOLA COMMUNITY JNR HIGH SCHL,  Ayobo.",State owned,Alimosho,Secondary, nisolaschool@lagosschoolsonline.com, 0803 043 6743,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/394"",""Read more"")"
"OLOYE COMPREHENSIVE COLLEGE, Sari Iganmu",Privately owned,Apapa,Secondary, info@oloyeschoolsng.com," 0803 301 5845, 0808 657 8516, 0703 385 3269, 0805 189 9599","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5484"",""Read more"")"
"OLU-JAMES COMPREHENSIVE HIGH SCHOOL, Agege",Privately owned,Agege,Secondary, olujamesschools@gmail.com, 0802 311 2782 ,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/77296"",""Read more"")"
"OLUADE HIGH SCHOOL, Oke-Afa",Privately owned,Oshodi-Isolo,Secondary, ," 0702-693-0992,     0702-881-7210","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3472"",""Read more"")"
"OLUFILADE COMPREHENSIVE COLLEGE, Papa-Ajao",Privately owned, Mushin,Secondary," olufilade_occ@yahoo.com,  sadeoshunoladipupo@yahoo.com"," 0806 273 5374, 0812 153 4121","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3680"",""Read more"")"
"OLUWA MEM. SNR SEC.  SCHL,  Tolu",State owned,Ajeromi LGA,Secondary, oluwasnr@lagosschoolsonline.com," 0805 532 5520, 0813 354 3289","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2144"",""Read more"")"
"OLUWA MEMORIAL JUNIOR SECONDARY SCHOOL, Tolu",State owned,Ajeromi LGA,Secondary, oluwamemjss@lagosschoolsonline.com,  '08033436169,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2717"",""Read more"")"
"OLUWOLE CHRIST THE KING COLLEGE, Ejigbo",Privately owned,Oshodi-Isolo,Secondary, ckgs1978@yahoo.com," 0705 972 9421,  0703 821 5064,  01 878 2602 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6118"",""Read more"")"
"OMATSEYE TUEDOR MEMORAIAL COLLEGE, Ejigbo",Privately owned,Oshodi-Isolo,Secondary, omatseyegroupofschs@yahoo.com, 0803 067 8834,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8103"",""Read more"")"
"OMOBOLA SECONDARY SCHOOL, Jankara",Privately owned,Ifako/Ijaiye,Secondary, omobolaschools@yahoo.com," 0803 401 9881,   0701 662 6167","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5455"",""Read more"")"
"OMOLE JUNIOR GRAMMAR SCHOOL, Ikeja",State owned, Ikeja,Secondary, omole_jnrgram@lagosschoolsonline.com, 08023911422,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2562"",""Read more"")"
"OMOLE SENIOR GRAMMAR SCHOOL, Ikeja",State owned, Ikeja,Secondary, omolesnrgram@lagosschoolsonline.com, 0802 319 2656,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10230"",""Read more"")"
"ONIKE GIRLS JNR.HIGH SCHOOL, Iwaya-Onike",State owned,Lagos-Mainland,Secondary, onikegirlsjh@lagosschoolsonline.com," 0705 689 3840,  0805 532 1030 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2653"",""Read more"")"
"ONILEREKE JUNIOR HIGH SCHOOL, Ikeja",State owned, Ikeja,Secondary, discipline12@lagosschoolsonline.com, 0803 334 2801,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2323"",""Read more"")"
"ONITOLO COMM SNR HIGH SCHOOL, Surulere",State owned,Surulere,Secondary, onitolosnrhs@lagosschoolsonline.com, 0802 308 0524 or 0705 689 3888,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1373"",""Read more"")"
"ONITOLO COMMUNITY JUNIOR HIGH SCHOOL, Gbaja",State owned,Surulere,Secondary, onitolocomjn@lagosschoolsonline.com," '08023094392, 08150820180","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/992"",""Read more"")"
"ONWARD HIGH SCHOOL, Surulere",Privately owned,Surulere,Secondary, onwardschoolonline@yahoo.com," 0802 867 6855, 0802 338 3975","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49129"",""Read more"")"
"OPEBI JUNIOR GRAMMAR SCHOOL,  Opebi",State owned, Ikeja,Secondary, lajo60100100001@lagosschoolsonline.com, 0806 269 3867,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/912"",""Read more"")"
"OPEBI SENIOR GRAMMAR SCHOOL, Opebi ",State owned, Ikeja,Secondary, opebisnrgram@lagosschoolsonline.com, 0802-8533-258,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2402"",""Read more"")"
"OPEYEMI COMP. HIGH SCHOOL, Ibereko ",Privately owned,Badagry ,Secondary, opeyemischools@yahoo.com," 0708 208 2017,     0806 223 9622,     0803 662 1773","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4559"",""Read more"")"
"OPEYEMI COMPREHENSIVE HIGH SCHOOL, Ibereko",Privately owned, Badagry ,Secondary, opeyemischools@yahoo.com," 0708 208 2017,  0806 223 9622","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9487"",""Read more"")"
"OPTIMUM HIGH SCHOOL,  Ikola-Ipaja",Privately owned,Alimosho,Secondary, akintundewilliams2@yahoo.com, 0802 312 4868,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2967"",""Read more"")"
"OPTIMUM STANDARD COMPREHENSIVE COLLEGE, Kosofe",Privately owned,Kosofe,Secondary, , 0816 924 6099      0704 158 5998,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105566"",""Read more"")"
"OPULENT HIGH SCHOOL, Oke-Afa",Privately owned,Oshodi-Isolo,Secondary, ," 0802 966 1580,  0803 427 3506","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4031"",""Read more"")"
OREGUN JUNIOR HIGH SCHOOL,State owned, Ikeja,Secondary, oregunjunior@lagosschoolsonline.com, 08028533258,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/911"",""Read more"")"
OREGUN SENIOR HIGH SCHOOL,State owned, Ikeja,Secondary, oregunsenior@lagosschoolsonline.com, 08023041968,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1240"",""Read more"")"
OREYO JUNIOR GRAMMAR SCHOOL,State owned,Ikorodu,Secondary, oreyojngrsch@lagosschoolsonline.com, 0803-400-9936,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/892"",""Read more"")"
"OREYO SENIOR GRAMMAR SCHOOL, Igbogbo",State owned,Ikorodu,Secondary, oreyosnr4251216@yahoo.com, 0802 963 5474,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9717"",""Read more"")"
ORIBA HIGH SCH,State owned,Epe,Secondary, , 8032956883,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1099"",""Read more"")"
ORIBA JUNIOR HIGH SCHOOL,State owned,Epe,Secondary, , 7040674908,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/580"",""Read more"")"
"ORILE AGEGE COMMUNITY JNR HIGH SCHL, Oko-Oba",State owned,Agege,Secondary, bcocurricula@lagosschoolsonline.com, 08023025947,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/368"",""Read more"")"
ORIMEDU COMMUNITY JUNIOR HIGH SCHOOL,State owned, Ibeju-Lekki,Secondary, , 08028116165,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/595"",""Read more"")"
"ORISAN SECONDARY SCHOOL, Ilemba",Privately owned,Ojo,Secondary, cutebella27@yahoo.com," 0802-383-3870,    0802-846-2354","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3778"",""Read more"")"
ORIWU JUNIOR MODEL COLLEGE,State owned,Ikorodu,Secondary, , 08033789031,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/891"",""Read more"")"
"ORIWU SENIOR MODEL COLLEGE,  Ikorodu",State owned,Ikorodu,Secondary, abiodun.sherry@yahoo.com, 0803 332 0296,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1994"",""Read more"")"
"OSEDEC  HIGH SCHOOL, Abaranje ",Privately owned,Alimosho,Secondary, estherobedeh@gmail .com," 0803 804 0251,  0802 300 0391","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10860"",""Read more"")"
"OSEDEC FOUNDATION SCHOOL, Ikotun",Privately owned,Alimosho,Secondary, osedec213@yahoo.com, 0802 300 0391    &    0703 818 9373,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3922"",""Read more"")"
"OSEZELE COMPREHENSIVE COLLEGE, Mushin",Privately owned,Mushin,Secondary, , 0803 475 0447,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105327"",""Read more"")"
"OSHBOUG MODERN SECONDARY SCHOOL, Oyatogun First Junction",Privately owned, Ikeja,Secondary, , 0802 948 2563   or   0802 316 7342,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2921"",""Read more"")"
"OSHODI COMP SENIOR HIGH SCHOOL, Oshodi",State owned,Oshodi-Isolo,Secondary, oshodicomp@lagosschoolsonline.com, 0803 329 5867,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2422"",""Read more"")"
"OSHODI COMPREHENSIVE JUNIOR HIGH SCHOOL,  Bolade",State owned,Oshodi-Isolo,Secondary, , 08025050986,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/957"",""Read more"")"
